CUSTOMERNAME,CUSTOMER_ID,CONTACTFIRSTNAME,CONTACTLASTNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY
Online Diecast Creations Co.,1815,Valarie,Young,6035558647,2304 Long Airport Avenue,Nashua,62005,USA
"AV Stores, Co.",1816,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
"Australian Collectors, Co.",1817,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Lyon Souveniers,1818,Daniel,Da Cunha,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Paris,75508,France
Toys4GrownUps.com,1819,Julie,Young,6265557265,78934 Hillside Dr.,Pasadena,90003,USA
Euro Shopping Channel,1820,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Gifts Distributors Ltd.,1821,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Mini Gifts Distributors Ltd.,1822,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Motor Mint Distributors Inc.,1823,Rosa,Hernandez,2155559857,11328 Douglas Av.,Philadelphia,71270,USA
Atelier graphique,1824,Carine,Schmitt,40.32.2555,"54, rue Royale",Nantes,44000,France
Reims Collectables,1825,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
"Anna's Decorations, Ltd",1826,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Heintze Collectables,1827,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
Gift Depot Inc.,1828,Julie,King,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA
Herkku Gifts,1829,Veysel,Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway
Online Diecast Creations Co.,1830,Valarie,Young,6035558647,2304 Long Airport Avenue,Nashua,62005,USA
Muscle Machine Inc,1831,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Euro Shopping Channel,1832,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Collectable Mini Designs Co.,1833,Valarie,Thompson,7605558146,361 Furth Circle,San Diego,91217,USA
Mini Caravy,1834,Frederique,Citeaux,88.60.1555,"24, place Kluber",Strasbourg,67000,France
"UK Collectables, Ltd.",1835,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
L'ordine Souveniers,1836,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Signal Gift Stores,1837,Sue,King,7025551838,8489 Strong St.,Las Vegas,83030,USA
"Vida Sport, Ltd",1838,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
"Norway Gifts By Mail, Co.",1839,Jan,Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway
Euro Shopping Channel,1840,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
FunGiftIdeas.com,1841,Violeta,Benitez,5085552555,1785 First Street,New Bedford,50553,USA
Motor Mint Distributors Inc.,1842,Rosa,Hernandez,2155559857,11328 Douglas Av.,Philadelphia,71270,USA
Reims Collectables,1843,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
Royale Belge,1844,Pascale,Cartrain,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium
Euro Shopping Channel,1845,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
The Sharp Gifts Warehouse,1846,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
Salzburg Collectables,1847,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Baane Mini Imports,1848,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
"Volvo Model Replicas, Co",1849,Christina,Berglund,0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden
"Corrida Auto Replicas, Ltd",1850,Mart¡n,Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain
Souveniers And Things Co.,1851,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
"Dragon Souveniers, Ltd.",1852,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
Classic Legends Inc.,1853,Maria,Hernandez,2125558493,5905 Pompton St.,NYC,10022,USA
"Australian Gift Network, Co",1854,Tony,Calaghan,61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia
"Classic Gift Ideas, Inc",1855,Francisca,Cervantes,2155554695,782 First Street,Philadelphia,71270,USA
"Australian Collectables, Ltd",1856,Sean,Connery,61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia
Canadian Gift Exchange Network,1857,Yoshi,Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada
West Coast Collectables Co.,1858,Steve,Thompson,3105553722,3675 Furth Circle,Burbank,94019,USA
Cambridge Collectables Co.,1859,Kyung,Tseng,6175555555,4658 Baden Av.,Cambridge,51247,USA
Euro Shopping Channel,1860,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
The Sharp Gifts Warehouse,1861,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
Souveniers And Things Co.,1862,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
Amica Models & Co.,1863,Paolo,Accorti,011-4988555,Via Monte Bianco 34,Torino,10100,Italy
Scandinavian Gift Ideas,1864,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
Auto Assoc. & Cie.,1865,Daniel,Tonini,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France
Mini Gifts Distributors Ltd.,1866,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Online Diecast Creations Co.,1867,Valarie,Young,6035558647,2304 Long Airport Avenue,Nashua,62005,USA
"Australian Collectors, Co.",1868,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Mini Gifts Distributors Ltd.,1869,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Collectables For Less Inc.,1870,Allen,Nelson,6175558555,7825 Douglas Av.,Brickhaven,58339,USA
"Anna's Decorations, Ltd",1871,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Petit Auto,1872,Catherine,Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium
Baane Mini Imports,1873,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
"Corrida Auto Replicas, Ltd",1874,Mart¡n,Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain
Souveniers And Things Co.,1875,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
"Dragon Souveniers, Ltd.",1876,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
Classic Legends Inc.,1877,Maria,Hernandez,2125558493,5905 Pompton St.,NYC,10022,USA
Rovelli Gifts,1878,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
"Classic Gift Ideas, Inc",1879,Francisca,Cervantes,2155554695,782 First Street,Philadelphia,71270,USA
"Australian Collectables, Ltd",1880,Sean,Connery,61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia
Canadian Gift Exchange Network,1881,Yoshi,Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada
West Coast Collectables Co.,1882,Steve,Thompson,3105553722,3675 Furth Circle,Burbank,94019,USA
Cambridge Collectables Co.,1883,Kyung,Tseng,6175555555,4658 Baden Av.,Cambridge,51247,USA
Euro Shopping Channel,1884,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
The Sharp Gifts Warehouse,1885,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
Salzburg Collectables,1886,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Amica Models & Co.,1887,Paolo,Accorti,011-4988555,Via Monte Bianco 34,Torino,10100,Italy
Scandinavian Gift Ideas,1888,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
Auto Assoc. & Cie.,1889,Daniel,Tonini,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France
Mini Gifts Distributors Ltd.,1890,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Online Diecast Creations Co.,1891,Valarie,Young,6035558647,2304 Long Airport Avenue,Nashua,62005,USA
"AV Stores, Co.",1892,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
"Australian Collectors, Co.",1893,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Mini Gifts Distributors Ltd.,1894,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Collectables For Less Inc.,1895,Allen,Nelson,6175558555,7825 Douglas Av.,Brickhaven,58339,USA
Mini Auto Werke,1896,Roland,Mendel,7675-3555,Kirchgasse 6,Graz,8010,Austria
Petit Auto,1897,Catherine,Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium
Rovelli Gifts,1898,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
Salzburg Collectables,1899,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Auto-Moto Classics Inc.,1900,Leslie,Taylor,6175558428,16780 Pompton St.,Brickhaven,58339,USA
Mini Creations Ltd.,1901,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
"Toys of Finland, Co.",1902,Matti,Karttunen,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland
Scandinavian Gift Ideas,1903,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
Alpha Cognac,1904,Annette,Roulet,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France
"Double Decker Gift Stores, Ltd",1905,Thomas,Hardy,(171) 555-7555,120 Hanover Sq.,London,WA1 1DP,UK
Enaco Distributors,1906,Eduardo,Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain
Collectable Mini Designs Co.,1907,Valarie,Thompson,7605558146,361 Furth Circle,San Diego,91217,USA
Land of Toys Inc.,1908,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Euro Shopping Channel,1909,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Petit Auto,1910,Catherine,Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium
"Royal Canadian Collectables, Ltd.",1911,Elizabeth,Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada
"Bavarian Collectables Imports, Co.",1912,Michael,Donnermeyer,+49 89 61 08 9555,Hansastr. 15,Munich,80686,Germany
"Classic Gift Ideas, Inc",1913,Francisca,Cervantes,2155554695,782 First Street,Philadelphia,71270,USA
giftsbymail.co.uk,1914,Helen,Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK
Danish Wholesale Imports,1915,Jytte,Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark
Royale Belge,1916,Pascale,Cartrain,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium
Euro Shopping Channel,1917,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Oulu Toy Supplies, Inc.",1918,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
Euro Shopping Channel,1919,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Reims Collectables,1920,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
The Sharp Gifts Warehouse,1921,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
Gifts4AllAges.com,1922,Juri,Yoshido,6175559555,8616 Spinnaker Dr.,Boston,51003,USA
Baane Mini Imports,1923,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
"Corrida Auto Replicas, Ltd",1924,Mart¡n,Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain
Souveniers And Things Co.,1925,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
"Dragon Souveniers, Ltd.",1926,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
Classic Legends Inc.,1927,Maria,Hernandez,2125558493,5905 Pompton St.,NYC,10022,USA
Rovelli Gifts,1928,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
"Classic Gift Ideas, Inc",1929,Francisca,Cervantes,2155554695,782 First Street,Philadelphia,71270,USA
"Australian Collectables, Ltd",1930,Sean,Connery,61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia
Canadian Gift Exchange Network,1931,Yoshi,Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada
West Coast Collectables Co.,1932,Steve,Thompson,3105553722,3675 Furth Circle,Burbank,94019,USA
Cambridge Collectables Co.,1933,Kyung,Tseng,6175555555,4658 Baden Av.,Cambridge,51247,USA
Euro Shopping Channel,1934,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
The Sharp Gifts Warehouse,1935,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
Souveniers And Things Co.,1936,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
Amica Models & Co.,1937,Paolo,Accorti,011-4988555,Via Monte Bianco 34,Torino,10100,Italy
Scandinavian Gift Ideas,1938,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
Auto Assoc. & Cie.,1939,Daniel,Tonini,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France
Mini Gifts Distributors Ltd.,1940,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Online Diecast Creations Co.,1941,Valarie,Young,6035558647,2304 Long Airport Avenue,Nashua,62005,USA
"AV Stores, Co.",1942,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
"Australian Collectors, Co.",1943,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Mini Gifts Distributors Ltd.,1944,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Collectables For Less Inc.,1945,Allen,Nelson,6175558555,7825 Douglas Av.,Brickhaven,58339,USA
Mini Auto Werke,1946,Roland,Mendel,7675-3555,Kirchgasse 6,Graz,8010,Austria
Petit Auto,1947,Catherine,Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium
Danish Wholesale Imports,1948,Jytte,Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark
"Dragon Souveniers, Ltd.",1949,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
Euro Shopping Channel,1950,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Gifts Distributors Ltd.,1951,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,1952,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
FunGiftIdeas.com,1953,Violeta,Benitez,5085552555,1785 First Street,New Bedford,50553,USA
CAF Imports,1954,Jesus,Fernandez,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain
Mini Creations Ltd.,1955,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
Super Scale Inc.,1956,Leslie,Murphy,2035559545,567 North Pendale Street,New Haven,97823,USA
"Saveley & Henriot, Co.",1957,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
Petit Auto,1958,Catherine,Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium
giftsbymail.co.uk,1959,Helen,Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK
Land of Toys Inc.,1960,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Petit Auto,1961,Catherine,Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium
Mini Gifts Distributors Ltd.,1962,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Amica Models & Co.,1963,Paolo,Accorti,011-4988555,Via Monte Bianco 34,Torino,10100,Italy
"AV Stores, Co.",1964,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
Heintze Collectables,1965,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
Baane Mini Imports,1966,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
"La Corne D'abondance, Co.",1967,Marie,Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France
Euro Shopping Channel,1968,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Tokyo Collectables, Ltd",1969,Akiko,Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan
Euro Shopping Channel,1970,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Gifts Distributors Ltd.,1971,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Gifts4AllAges.com,1972,Juri,Yoshido,6175559555,8616 Spinnaker Dr.,Boston,51003,USA
Euro Shopping Channel,1973,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Motor Mint Distributors Inc.,1974,Rosa,Hernandez,2155559857,11328 Douglas Av.,Philadelphia,71270,USA
"La Corne D'abondance, Co.",1975,Marie,Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France
Marseille Mini Autos,1976,Laurence,Lebihan,91.24.4555,"12, rue des Bouchers",Marseille,13008,France
Muscle Machine Inc,1977,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Alpha Cognac,1978,Annette,Roulet,61.77.6555,1 rue Alsace-Lorraine,Toulouse,31000,France
Suominen Souveniers,1979,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
"Anna's Decorations, Ltd",1980,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
"Oulu Toy Supplies, Inc.",1981,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
"Dragon Souveniers, Ltd.",1982,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
Quebec Home Shopping Network,1983,Jean,Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada
"Stylish Desk Decors, Co.",1984,Ann,Brown,(171) 555-0297,35 King George,London,WX3 6FW,UK
Herkku Gifts,1985,Veysel,Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway
"Iberia Gift Imports, Corp.",1986,Jose Pedro,Roel,(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain
Online Diecast Creations Co.,1987,Valarie,Young,6035558647,2304 Long Airport Avenue,Nashua,62005,USA
Mini Classics,1988,Steve,Frick,9145554562,3758 North Pendale Street,White Plains,24067,USA
Euro Shopping Channel,1989,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Diecast Collectables,1990,Valarie,Franco,6175552555,6251 Ingle Ln.,Boston,51003,USA
Euro Shopping Channel,1991,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Vida Sport, Ltd",1992,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
Mini Gifts Distributors Ltd.,1993,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
"Oulu Toy Supplies, Inc.",1994,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
Euro Shopping Channel,1995,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"UK Collectables, Ltd.",1996,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
Handji Gifts& Co,1997,Wendy,Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore
L'ordine Souveniers,1998,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Mini Gifts Distributors Ltd.,1999,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Signal Gift Stores,2000,Sue,King,7025551838,8489 Strong St.,Las Vegas,83030,USA
Diecast Classics Inc.,2001,Kyung,Yu,2155551555,7586 Pompton St.,Allentown,70267,USA
"Vida Sport, Ltd",2002,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
Land of Toys Inc.,2003,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
"Norway Gifts By Mail, Co.",2004,Jan,Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway
Marta's Replicas Co.,2005,Marta,Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA
"Toms Spezialitten, Ltd",2006,Henriette,Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany
Canadian Gift Exchange Network,2007,Yoshi,Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada
FunGiftIdeas.com,2008,Violeta,Benitez,5085552555,1785 First Street,New Bedford,50553,USA
Vitachrome Inc.,2009,Michael,Frick,2125551500,2678 Kingston Rd.,NYC,10022,USA
Motor Mint Distributors Inc.,2010,Rosa,Hernandez,2155559857,11328 Douglas Av.,Philadelphia,71270,USA
"Volvo Model Replicas, Co",2011,Christina,Berglund,0921-12 3555,Berguvsvgen  8,Lule,S-958 22,Sweden
"Australian Collectors, Co.",2012,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Muscle Machine Inc,2013,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Euro Shopping Channel,2014,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Royale Belge,2015,Pascale,Cartrain,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium
"Anna's Decorations, Ltd",2016,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
"Toys of Finland, Co.",2017,Matti,Karttunen,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland
Euro Shopping Channel,2018,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Euro Shopping Channel,2019,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Caravy,2020,Frederique,Citeaux,88.60.1555,"24, place Kluber",Strasbourg,67000,France
Euro Shopping Channel,2021,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Salzburg Collectables,2022,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
La Rochelle Gifts,2023,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
Danish Wholesale Imports,2024,Jytte,Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark
"Dragon Souveniers, Ltd.",2025,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
Euro Shopping Channel,2026,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Gifts Distributors Ltd.,2027,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,2028,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Dragon Souveniers, Ltd.",2029,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
CAF Imports,2030,Jesus,Fernandez,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",Madrid,28023,Spain
Mini Creations Ltd.,2031,Wing C,Tam,5085559555,4575 Hillside Dr.,New Bedford,50553,USA
Super Scale Inc.,2032,Leslie,Murphy,2035559545,567 North Pendale Street,New Haven,97823,USA
"Saveley & Henriot, Co.",2033,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
